#    Lat.       Lon.           Depth(km)    Vp(km/s)     Vs(km/s)    Rho(g/cm^3)  
     42.3750    -104.3750       3.0000       5.1580       2.9240       2.5823 
     42.3750    -104.1250       3.0000       5.1360       2.9440       2.5791 
     42.3750    -103.8750       3.0000       5.1190       3.0070       2.5767 
     42.3750    -103.6250       3.0000       5.1540       3.1130       2.5817 
     42.3750    -103.3750       3.0000       5.2010       3.2180       2.5884 
     42.3750    -103.1250       3.0000       5.2670       3.2830       2.5979 
     42.3750    -102.8750       3.0000       5.3400       3.2860       2.6084 
     42.3750    -102.6250       3.0000       5.4030       3.2290       2.6177 
     42.3750    -102.3750       3.0000       5.4580       3.2130       2.6259 
     42.3750    -102.1250       3.0000       5.5070       3.1760       2.6334 
     42.3750    -101.8750       3.0000       5.5590       3.1490       2.6414 
     42.3750    -101.6250       3.0000       5.6060       3.1420       2.6488 
     42.3750    -101.3750       3.0000       5.6840       3.1650       2.6615 
     42.3750    -101.1250       3.0000       5.7980       3.2360       2.6809 
     42.6250    -106.8750       3.0000       5.2410       3.1870       2.5941 
     42.6250    -106.6250       3.0000       5.2860       3.1510       2.6006 
     42.6250    -106.3750       3.0000       5.3180       3.1430       2.6052 
     42.6250    -106.1250       3.0000       5.3250       3.1330       2.6063 
     42.6250    -105.8750       3.0000       5.3200       3.1650       2.6055 
     42.6250    -105.6250       3.0000       5.2890       3.1420       2.6010 
     42.6250    -105.3750       3.0000       5.2670       3.0730       2.5979 
     42.6250    -105.1250       3.0000       5.2410       3.0090       2.5941 
     42.6250    -104.8750       3.0000       5.2350       2.9450       2.5933 
     42.6250    -104.6250       3.0000       5.2190       2.9640       2.5910 
     42.6250    -104.3750       3.0000       5.1970       2.9090       2.5878 
     42.6250    -104.1250       3.0000       5.1530       2.9590       2.5816 
     42.6250    -103.8750       3.0000       5.0640       3.0530       2.5689 
     42.6250    -103.6250       3.0000       5.1700       3.2450       2.5840 
     42.6250    -103.3750       3.0000       5.2220       3.2480       2.5914 
     42.6250    -103.1250       3.0000       5.2790       3.3230       2.5996 
     42.6250    -102.8750       3.0000       5.3510       3.3170       2.6100 
     42.6250    -102.6250       3.0000       5.4170       3.2580       2.6198 
     42.6250    -102.3750       3.0000       5.4710       3.1960       2.6279 
     42.6250    -102.1250       3.0000       5.5190       3.1600       2.6352 
     42.6250    -101.8750       3.0000       5.5770       3.1440       2.6442 
     42.6250    -101.6250       3.0000       5.6410       3.1570       2.6545 
     42.6250    -101.3750       3.0000       5.7300       3.1940       2.6692 
     42.6250    -101.1250       3.0000       5.8380       3.2640       2.6880 
     42.8750    -106.8750       3.0000       5.1980       3.0660       2.5880 
     42.8750    -106.6250       3.0000       5.2480       3.0050       2.5951 
     42.8750    -106.3750       3.0000       5.2750       2.9700       2.5990 
     42.8750    -106.1250       3.0000       5.2590       2.9610       2.5967 
     42.8750    -105.8750       3.0000       5.2280       3.0890       2.5923 
     42.8750    -105.6250       3.0000       5.1880       3.0220       2.5866 
     42.8750    -105.3750       3.0000       5.1940       3.0210       2.5874 
     42.8750    -105.1250       3.0000       5.1910       2.9750       2.5870 
     42.8750    -104.8750       3.0000       5.1980       2.8940       2.5880 
     42.8750    -104.6250       3.0000       5.2100       2.8860       2.5897 
     42.8750    -104.3750       3.0000       5.2290       2.9040       2.5924 
     42.8750    -104.1250       3.0000       5.2310       2.9570       2.5927 
     42.8750    -103.8750       3.0000       5.2120       3.0630       2.5900 
     42.8750    -103.6250       3.0000       5.2470       3.1610       2.5950 
     42.8750    -103.3750       3.0000       5.2780       3.2530       2.5995 
     42.8750    -103.1250       3.0000       5.3140       3.3380       2.6047 
     42.8750    -102.8750       3.0000       5.3720       3.3340       2.6131 
     42.8750    -102.6250       3.0000       5.4270       3.2750       2.6213 
     42.8750    -102.3750       3.0000       5.4830       3.1730       2.6297 
     42.8750    -102.1250       3.0000       5.5460       3.1250       2.6394 
     42.8750    -101.8750       3.0000       5.6220       3.0830       2.6514 
     42.8750    -101.6250       3.0000       5.7060       3.1780       2.6652 
     42.8750    -101.3750       3.0000       5.7990       3.2250       2.6811 
     42.8750    -101.1250       3.0000       5.8920       3.2570       2.6979 
     43.1250    -106.8750       3.0000       5.1830       2.9990       2.5858 
     43.1250    -106.6250       3.0000       5.2180       2.8290       2.5908 
     43.1250    -106.3750       3.0000       5.2260       2.7720       2.5920 
     43.1250    -106.1250       3.0000       5.1880       2.7780       2.5866 
     43.1250    -105.8750       3.0000       5.1420       2.8360       2.5800 
     43.1250    -105.6250       3.0000       5.1070       2.8890       2.5750 
     43.1250    -105.3750       3.0000       5.1220       2.8970       2.5772 
     43.1250    -105.1250       3.0000       5.1550       2.8990       2.5818 
     43.1250    -104.8750       3.0000       5.1700       2.8620       2.5840 
     43.1250    -104.6250       3.0000       5.1750       2.8380       2.5847 
     43.1250    -104.3750       3.0000       5.2210       2.8590       2.5913 
     43.1250    -104.1250       3.0000       5.2570       2.9530       2.5964 
     43.1250    -103.8750       3.0000       5.2660       3.0060       2.5977 
     43.1250    -103.6250       3.0000       5.3050       3.1100       2.6034 
     43.1250    -103.3750       3.0000       5.3270       3.1460       2.6065 
     43.1250    -103.1250       3.0000       5.3410       3.2130       2.6086 
     43.1250    -102.8750       3.0000       5.3950       3.3170       2.6165 
     43.1250    -102.6250       3.0000       5.4410       3.2650       2.6234 
     43.1250    -102.3750       3.0000       5.4940       3.0790       2.6314 
     43.1250    -102.1250       3.0000       5.5710       3.1260       2.6433 
     43.1250    -101.8750       3.0000       5.6640       3.0610       2.6582 
     43.1250    -101.6250       3.0000       5.7610       3.0640       2.6745 
     43.1250    -101.3750       3.0000       5.8430       3.1020       2.6889 
     43.1250    -101.1250       3.0000       5.9180       3.0730       2.7028 
     43.3750    -106.8750       3.0000       5.1870       2.8850       2.5864 
     43.3750    -106.6250       3.0000       5.2050       2.7640       2.5890 
     43.3750    -106.3750       3.0000       5.2090       2.6720       2.5895 
     43.3750    -106.1250       3.0000       5.1290       2.6360       2.5781 
     43.3750    -105.8750       3.0000       5.0640       2.7630       2.5689 
     43.3750    -105.6250       3.0000       4.9540       2.7370       2.5532 
     43.3750    -105.3750       3.0000       4.9880       2.7500       2.5581 
     43.3750    -105.1250       3.0000       5.1140       2.7840       2.5760 
     43.3750    -104.8750       3.0000       5.1330       2.8210       2.5787 
     43.3750    -104.6250       3.0000       5.1150       2.8920       2.5762 
     43.3750    -104.3750       3.0000       5.1970       2.9230       2.5878 
     43.3750    -104.1250       3.0000       5.2470       2.9650       2.5950 
     43.3750    -103.8750       3.0000       5.2120       2.9560       2.5900 
     43.3750    -103.6250       3.0000       5.3190       3.0420       2.6054 
     43.3750    -103.3750       3.0000       5.3490       3.0810       2.6098 
     43.3750    -103.1250       3.0000       5.3470       3.2110       2.6095 
     43.3750    -102.8750       3.0000       5.4110       3.2180       2.6189 
     43.3750    -102.6250       3.0000       5.4500       3.1590       2.6247 
     43.3750    -102.3750       3.0000       5.5090       3.0940       2.6337 
     43.3750    -102.1250       3.0000       5.5970       3.1300       2.6474 
     43.3750    -101.8750       3.0000       5.6990       3.1390       2.6640 
     43.3750    -101.6250       3.0000       5.8060       3.0210       2.6823 
     43.3750    -101.3750       3.0000       5.8770       3.1260       2.6951 
     43.3750    -101.1250       3.0000       5.9260       3.1580       2.7043 
     43.6250    -106.8750       3.0000       5.1800       2.7330       2.5854 
     43.6250    -106.6250       3.0000       5.1430       2.6300       2.5801 
     43.6250    -106.3750       3.0000       5.1160       2.7250       2.5763 
     43.6250    -106.1250       3.0000       5.0730       2.7240       2.5702 
     43.6250    -105.8750       3.0000       5.0320       2.6790       2.5644 
     43.6250    -105.6250       3.0000       4.9640       2.6710       2.5547 
     43.6250    -105.3750       3.0000       4.9830       2.6910       2.5574 
     43.6250    -105.1250       3.0000       5.1050       2.7380       2.5747 
     43.6250    -104.8750       3.0000       5.1440       2.8030       2.5803 
     43.6250    -104.6250       3.0000       5.1560       2.8560       2.5820 
     43.6250    -104.3750       3.0000       5.1990       2.8060       2.5881 
     43.6250    -104.1250       3.0000       5.2590       2.8510       2.5967 
     43.6250    -103.8750       3.0000       5.3040       2.9180       2.6032 
     43.6250    -103.6250       3.0000       5.3500       2.9500       2.6099 
     43.6250    -103.3750       3.0000       5.3690       3.0670       2.6127 
     43.6250    -103.1250       3.0000       5.3870       3.1380       2.6153 
     43.6250    -102.8750       3.0000       5.4300       3.1420       2.6217 
     43.6250    -102.6250       3.0000       5.4650       3.1570       2.6270 
     43.6250    -102.3750       3.0000       5.5230       3.1810       2.6358 
     43.6250    -102.1250       3.0000       5.6130       3.2320       2.6499 
     43.6250    -101.8750       3.0000       5.7090       3.2820       2.6657 
     43.6250    -101.6250       3.0000       5.8010       3.2710       2.6815 
     43.6250    -101.3750       3.0000       5.8560       3.2180       2.6913 
     43.6250    -101.1250       3.0000       5.8940       3.1210       2.6983 
     43.8750    -106.8750       3.0000       5.1540       2.7570       2.5817 
     43.8750    -106.6250       3.0000       5.0560       2.6380       2.5678 
     43.8750    -106.3750       3.0000       4.9870       2.6690       2.5579 
     43.8750    -106.1250       3.0000       5.0340       2.6440       2.5646 
     43.8750    -105.8750       3.0000       5.0150       2.5990       2.5619 
     43.8750    -105.6250       3.0000       4.9240       2.6070       2.5489 
     43.8750    -105.3750       3.0000       4.8550       2.6430       2.5390 
     43.8750    -105.1250       3.0000       5.0730       2.7360       2.5702 
     43.8750    -104.8750       3.0000       5.1490       2.8430       2.5810 
     43.8750    -104.6250       3.0000       5.1650       2.8940       2.5833 
     43.8750    -104.3750       3.0000       5.2140       2.9390       2.5903 
     43.8750    -104.1250       3.0000       5.2770       2.8500       2.5993 
     43.8750    -103.8750       3.0000       5.3200       2.8920       2.6055 
     43.8750    -103.6250       3.0000       5.3580       2.9480       2.6111 
     43.8750    -103.3750       3.0000       5.3760       3.0880       2.6137 
     43.8750    -103.1250       3.0000       5.3970       3.1450       2.6168 
     43.8750    -102.8750       3.0000       5.4360       3.1640       2.6226 
     43.8750    -102.6250       3.0000       5.4740       3.1780       2.6283 
