#    Lat.       Lon.           Depth(km)    Vp(km/s)     Vs(km/s)    Rho(g/cm^3)  
     43.3750    -104.6250      35.0000       6.7060       3.8750       2.8908 
     43.3750    -104.3750      35.0000       6.7510       3.8470       2.9038 
     43.3750    -104.1250      35.0000       6.8180       3.8260       2.9237 
     43.3750    -103.8750      35.0000       6.8690       3.8430       2.9390 
     43.3750    -103.6250      35.0000       6.8920       3.8630       2.9461 
     43.3750    -103.3750      35.0000       6.8870       3.8590       2.9445 
     43.3750    -103.1250      35.0000       6.8670       3.8600       2.9384 
     43.3750    -102.8750      35.0000       6.8610       3.8700       2.9366 
     43.3750    -102.6250      35.0000       6.8550       3.9040       2.9348 
     43.3750    -102.3750      35.0000       6.8540       3.9260       2.9345 
     43.3750    -102.1250      35.0000       6.8620       3.9120       2.9369 
     43.3750    -101.8750      35.0000       6.8740       3.8860       2.9406 
     43.3750    -101.6250      35.0000       6.8870       3.8920       2.9445 
     43.3750    -101.3750      35.0000       6.9080       3.9120       2.9510 
     43.3750    -101.1250      35.0000       6.9440       3.9430       2.9621 
     43.6250    -106.8750      35.0000       6.6860       3.8130       2.8850 
     43.6250    -106.6250      35.0000       6.6640       3.8240       2.8788 
     43.6250    -106.3750      35.0000       6.6290       3.8280       2.8689 
     43.6250    -106.1250      35.0000       6.6180       3.8380       2.8659 
     43.6250    -105.8750      35.0000       6.6320       3.8590       2.8698 
     43.6250    -105.6250      35.0000       6.6250       3.8870       2.8678 
     43.6250    -105.3750      35.0000       6.6580       3.9040       2.8771 
     43.6250    -105.1250      35.0000       6.6740       3.9030       2.8816 
     43.6250    -104.8750      35.0000       6.6890       3.8940       2.8859 
     43.6250    -104.6250      35.0000       6.7040       3.8740       2.8902 
     43.6250    -104.3750      35.0000       6.7410       3.8430       2.9009 
     43.6250    -104.1250      35.0000       6.8060       3.8070       2.9201 
     43.6250    -103.8750      35.0000       6.8630       3.7890       2.9372 
     43.6250    -103.6250      35.0000       6.8930       3.7880       2.9464 
     43.6250    -103.3750      35.0000       6.8910       3.7770       2.9458 
     43.6250    -103.1250      35.0000       6.8740       3.7900       2.9406 
     43.6250    -102.8750      35.0000       6.8720       3.8290       2.9400 
     43.6250    -102.6250      35.0000       6.8700       3.8720       2.9394 
     43.6250    -102.3750      35.0000       6.8710       3.9040       2.9397 
     43.6250    -102.1250      35.0000       6.8770       3.8980       2.9415 
     43.6250    -101.8750      35.0000       6.8850       3.8780       2.9439 
     43.6250    -101.6250      35.0000       6.8920       3.8830       2.9461 
     43.6250    -101.3750      35.0000       6.9000       3.9200       2.9485 
     43.6250    -101.1250      35.0000       6.9330       3.9610       2.9587 
     43.8750    -106.8750      35.0000       6.6960       3.8700       2.8879 
     43.8750    -106.6250      35.0000       6.6970       3.8840       2.8882 
     43.8750    -106.3750      35.0000       6.6620       3.9000       2.8782 
     43.8750    -106.1250      35.0000       6.6630       3.9110       2.8785 
     43.8750    -105.8750      35.0000       6.6880       3.9100       2.8856 
     43.8750    -105.6250      35.0000       6.6750       3.9030       2.8819 
     43.8750    -105.3750      35.0000       6.6730       3.8900       2.8813 
     43.8750    -105.1250      35.0000       6.6670       3.8810       2.8796 
     43.8750    -104.8750      35.0000       6.6840       3.8760       2.8845 
     43.8750    -104.6250      35.0000       6.7190       3.8420       2.8945 
     43.8750    -104.3750      35.0000       6.7540       3.8210       2.9047 
     43.8750    -104.1250      35.0000       6.8080       3.7940       2.9207 
     43.8750    -103.8750      35.0000       6.8650       3.7420       2.9378 
     43.8750    -103.6250      35.0000       6.9030       3.7400       2.9494 
     43.8750    -103.3750      35.0000       6.9050       3.7350       2.9500 
     43.8750    -103.1250      35.0000       6.8910       3.7510       2.9458 
     43.8750    -102.8750      35.0000       6.8930       3.7920       2.9464 
     43.8750    -102.6250      35.0000       6.8970       3.8440       2.9476 
     43.8750    -102.3750      35.0000       6.9030       3.8730       2.9494 
     43.8750    -102.1250      35.0000       6.9070       3.8870       2.9507 
     43.8750    -101.8750      35.0000       6.9080       3.8900       2.9510 
     43.8750    -101.6250      35.0000       6.9030       3.8960       2.9494 
     43.8750    -101.3750      35.0000       6.9070       3.9170       2.9507 
     43.8750    -101.1250      35.0000       6.9370       3.9540       2.9599 
     44.1250    -106.8750      35.0000       6.7050       3.9760       2.8905 
     44.1250    -106.6250      35.0000       6.7110       3.9750       2.8922 
     44.1250    -106.3750      35.0000       6.6890       3.9890       2.8859 
     44.1250    -106.1250      35.0000       6.7070       3.9940       2.8911 
     44.1250    -105.8750      35.0000       6.7400       3.9720       2.9006 
     44.1250    -105.6250      35.0000       6.7750       3.9430       2.9109 
     44.1250    -105.3750      35.0000       6.7530       3.9230       2.9044 
     44.1250    -105.1250      35.0000       6.7170       3.9140       2.8939 
     44.1250    -104.8750      35.0000       6.7230       3.8790       2.8957 
     44.1250    -104.6250      35.0000       6.7440       3.8390       2.9018 
     44.1250    -104.3750      35.0000       6.7780       3.7880       2.9118 
     44.1250    -104.1250      35.0000       6.8240       3.7540       2.9255 
     44.1250    -103.8750      35.0000       6.8760       3.7360       2.9412 
     44.1250    -103.6250      35.0000       6.9160       3.7280       2.9534 
     44.1250    -103.3750      35.0000       6.9240       3.7600       2.9559 
     44.1250    -103.1250      35.0000       6.9120       3.7850       2.9522 
     44.1250    -102.8750      35.0000       6.9110       3.8300       2.9519 
     44.1250    -102.6250      35.0000       6.9160       3.8710       2.9534 
     44.1250    -102.3750      35.0000       6.9240       3.8920       2.9559 
     44.1250    -102.1250      35.0000       6.9270       3.8960       2.9568 
     44.1250    -101.8750      35.0000       6.9240       3.9000       2.9559 
     44.1250    -101.6250      35.0000       6.9150       3.9070       2.9531 
     44.1250    -101.3750      35.0000       6.9200       3.9190       2.9547 
     44.1250    -101.1250      35.0000       6.9520       3.9450       2.9646 
     44.3750    -106.8750      35.0000       6.7090       4.0520       2.8916 
     44.3750    -106.6250      35.0000       6.7270       4.0420       2.8968 
     44.3750    -106.3750      35.0000       6.7100       4.0470       2.8919 
     44.3750    -106.1250      35.0000       6.7470       4.0330       2.9027 
     44.3750    -105.8750      35.0000       6.8280       4.0180       2.9267 
     44.3750    -105.6250      35.0000       6.8570       3.9890       2.9354 
     44.3750    -105.3750      35.0000       6.7910       3.9780       2.9156 
     44.3750    -105.1250      35.0000       6.7390       3.9780       2.9003 
     44.3750    -104.8750      35.0000       6.7390       3.9280       2.9003 
     44.3750    -104.6250      35.0000       6.7650       3.8550       2.9079 
     44.3750    -104.3750      35.0000       6.8070       3.7950       2.9204 
     44.3750    -104.1250      35.0000       6.8490       3.7770       2.9330 
     44.3750    -103.8750      35.0000       6.8940       3.7690       2.9467 
     44.3750    -103.6250      35.0000       6.9300       3.7870       2.9578 
     44.3750    -103.3750      35.0000       6.9380       3.8310       2.9602 
     44.3750    -103.1250      35.0000       6.9300       3.8810       2.9578 
     44.3750    -102.8750      35.0000       6.9300       3.9210       2.9578 
     44.3750    -102.6250      35.0000       6.9330       3.9190       2.9587 
     44.3750    -102.3750      35.0000       6.9390       3.9140       2.9605 
     44.3750    -102.1250      35.0000       6.9410       3.9250       2.9612 
     44.3750    -101.8750      35.0000       6.9370       3.9230       2.9599 
     44.3750    -101.6250      35.0000       6.9280       3.9130       2.9571 
     44.3750    -101.3750      35.0000       6.9370       3.9080       2.9599 
     44.3750    -101.1250      35.0000       6.9710       3.9170       2.9705 
     44.6250    -106.8750      35.0000       6.7140       4.0570       2.8931 
     44.6250    -106.6250      35.0000       6.7200       4.0420       2.8948 
     44.6250    -106.3750      35.0000       6.7250       4.0390       2.8963 
     44.6250    -106.1250      35.0000       6.7680       4.0520       2.9088 
     44.6250    -105.8750      35.0000       6.8500       4.0570       2.9333 
     44.6250    -105.6250      35.0000       6.8220       4.0320       2.9249 
     44.6250    -105.3750      35.0000       6.7980       4.0380       2.9177 
     44.6250    -105.1250      35.0000       6.7780       4.0220       2.9118 
     44.6250    -104.8750      35.0000       6.7820       3.9800       2.9129 
     44.6250    -104.6250      35.0000       6.8030       3.8990       2.9192 
     44.6250    -104.3750      35.0000       6.8390       3.8500       2.9300 
     44.6250    -104.1250      35.0000       6.8800       3.8300       2.9424 
     44.6250    -103.8750      35.0000       6.9170       3.8380       2.9537 
     44.6250    -103.6250      35.0000       6.9490       3.8820       2.9636 
     44.6250    -103.3750      35.0000       6.9600       3.9380       2.9671 
     44.6250    -103.1250      35.0000       6.9540       4.0010       2.9652 
     44.6250    -102.8750      35.0000       6.9550       4.0390       2.9655 
     44.6250    -102.6250      35.0000       6.9580       4.0140       2.9664 
     44.6250    -102.3750      35.0000       6.9620       3.9780       2.9677 
     44.6250    -102.1250      35.0000       6.9620       3.9560       2.9677 
     44.6250    -101.8750      35.0000       6.9580       3.9390       2.9664 
     44.6250    -101.6250      35.0000       6.9500       3.9210       2.9640 
     44.6250    -101.3750      35.0000       6.9620       3.9120       2.9677 
     44.6250    -101.1250      35.0000       6.9960       3.9170       2.9783 
     44.8750    -106.8750      35.0000       6.7220       3.9980       2.8954 
     44.8750    -106.6250      35.0000       6.7540       3.9970       2.9047 
     44.8750    -106.3750      35.0000       6.7660       4.0240       2.9082 
     44.8750    -106.1250      35.0000       6.7850       4.0380       2.9138 
     44.8750    -105.8750      35.0000       6.8150       4.0680       2.9228 
     44.8750    -105.6250      35.0000       6.7980       4.0600       2.9177 
     44.8750    -105.3750      35.0000       6.8060       4.0570       2.9201 
     44.8750    -105.1250      35.0000       6.8500       4.0180       2.9333 
     44.8750    -104.8750      35.0000       6.8580       3.9830       2.9357 
     44.8750    -104.6250      35.0000       6.8630       3.9400       2.9372 
     44.8750    -104.3750      35.0000       6.8800       3.9000       2.9424 
     44.8750    -104.1250      35.0000       6.9050       3.8950       2.9500 
     44.8750    -103.8750      35.0000       6.9290       3.9170       2.9574 
     44.8750    -103.6250      35.0000       6.9600       3.9680       2.9671 
     44.8750    -103.3750      35.0000       6.9770       4.0250       2.9724 
     44.8750    -103.1250      35.0000       6.9740       4.0790       2.9714 
     44.8750    -102.8750      35.0000       6.9830       4.0700       2.9743 
     44.8750    -102.6250      35.0000       6.9900       4.0330       2.9764 
     44.8750    -102.3750      35.0000       6.9910       3.9950       2.9768 
     44.8750    -102.1250      35.0000       6.9910       3.9620       2.9768 
     44.8750    -101.8750      35.0000       6.9890       3.9460       2.9761 
     44.8750    -101.6250      35.0000       6.9830       3.9390       2.9743 
     44.8750    -101.3750      35.0000       6.9940       3.9410       2.9777 
     44.8750    -101.1250      35.0000       7.0270       3.9400       2.9881 
     45.1250    -106.8750      35.0000       6.7680       3.9990       2.9088 
     45.1250    -106.6250      35.0000       6.7680       4.0120       2.9088 
     45.1250    -106.3750      35.0000       6.7750       4.0340       2.9109 
     45.1250    -106.1250      35.0000       6.7790       4.0580       2.9121 
     45.1250    -105.8750      35.0000       6.7730       4.0940       2.9103 
     45.1250    -105.6250      35.0000       6.7640       4.0650       2.9076 
     45.1250    -105.3750      35.0000       6.7940       4.0430       2.9165 
     45.1250    -105.1250      35.0000       6.8530       4.0150       2.9342 
     45.1250    -104.8750      35.0000       6.8940       3.9810       2.9467 
     45.1250    -104.6250      35.0000       6.9010       3.9540       2.9488 
     45.1250    -104.3750      35.0000       6.9070       3.9410       2.9507 
     45.1250    -104.1250      35.0000       6.9180       3.9430       2.9540 
     45.1250    -103.8750      35.0000       6.9400       3.9600       2.9608 
     45.1250    -103.6250      35.0000       6.9760       3.9840       2.9721 
     45.1250    -103.3750      35.0000       6.9950       4.0040       2.9780 
     45.1250    -103.1250      35.0000       6.9890       4.0380       2.9761 
     45.1250    -102.8750      35.0000       7.0040       4.0410       2.9808 
     45.1250    -102.6250      35.0000       7.0150       4.0300       2.9843 
     45.1250    -102.3750      35.0000       7.0180       4.0060       2.9853 
     45.1250    -102.1250      35.0000       7.0240       3.9920       2.9872 
     45.1250    -101.8750      35.0000       7.0240       3.9820       2.9872 
     45.1250    -101.6250      35.0000       7.0180       3.9700       2.9853 
     45.1250    -101.3750      35.0000       7.0250       3.9630       2.9875 
     45.1250    -101.1250      35.0000       7.0510       3.9510       2.9957 
     45.3750    -106.8750      35.0000       6.8500       4.0410       2.9333 
     45.3750    -106.6250      35.0000       6.8300       4.0610       2.9273 
     45.3750    -106.3750      35.0000       6.7990       4.0830       2.9180 
     45.3750    -106.1250      35.0000       6.7950       4.1280       2.9168 
     45.3750    -105.8750      35.0000       6.7810       4.1210       2.9127 
     45.3750    -105.6250      35.0000       6.7630       4.0710       2.9073 
     45.3750    -105.3750      35.0000       6.8000       4.0270       2.9183 
     45.3750    -105.1250      35.0000       6.8540       4.0110       2.9345 
     45.3750    -104.8750      35.0000       6.9060       3.9870       2.9504 
     45.3750    -104.6250      35.0000       6.9180       3.9810       2.9540 
     45.3750    -104.3750      35.0000       6.9170       3.9720       2.9537 
     45.3750    -104.1250      35.0000       6.9270       3.9660       2.9568 
     45.3750    -103.8750      35.0000       6.9560       3.9620       2.9658 
     45.3750    -103.6250      35.0000       6.9980       3.9620       2.9790 
     45.3750    -103.3750      35.0000       7.0220       3.9420       2.9865 
     45.3750    -103.1250      35.0000       7.0200       3.9530       2.9859 
     45.3750    -102.8750      35.0000       7.0280       4.0000       2.9884 
     45.3750    -102.6250      35.0000       7.0370       4.0180       2.9913 
     45.3750    -102.3750      35.0000       7.0440       4.0180       2.9935 
     45.3750    -102.1250      35.0000       7.0520       4.0260       2.9960 
     45.3750    -101.8750      35.0000       7.0550       4.0170       2.9970 
     45.3750    -101.6250      35.0000       7.0540       3.9960       2.9967 
     45.3750    -101.3750      35.0000       7.0600       3.9840       2.9986 
     45.3750    -101.1250      35.0000       7.0780       3.9900       3.0043 
     45.6250    -106.8750      35.0000       6.8840       4.0650       2.9436 
     45.6250    -106.6250      35.0000       6.9090       4.0990       2.9513 
     45.6250    -106.3750      35.0000       6.8590       4.1630       2.9360 
     45.6250    -106.1250      35.0000       6.8290       4.1630       2.9270 
     45.6250    -105.8750      35.0000       6.8040       4.1420       2.9195 
     45.6250    -105.6250      35.0000       6.7910       4.1010       2.9156 
     45.6250    -105.3750      35.0000       6.8100       4.0630       2.9213 
     45.6250    -105.1250      35.0000       6.8550       4.0610       2.9348 
     45.6250    -104.8750      35.0000       6.8950       4.0180       2.9470 
     45.6250    -104.6250      35.0000       6.9130       3.9980       2.9525 
     45.6250    -104.3750      35.0000       6.9210       3.9720       2.9550 
     45.6250    -104.1250      35.0000       6.9430       3.9580       2.9618 
     45.6250    -103.8750      35.0000       6.9830       3.9430       2.9743 
     45.6250    -103.6250      35.0000       7.0290       3.9450       2.9887 
     45.6250    -103.3750      35.0000       7.0550       3.9280       2.9970 
     45.6250    -103.1250      35.0000       7.0510       3.9600       2.9957 
     45.6250    -102.8750      35.0000       7.0500       4.0020       2.9954 
     45.6250    -102.6250      35.0000       7.0540       4.0280       2.9967 
     45.6250    -102.3750      35.0000       7.0600       4.0500       2.9986 
     45.6250    -102.1250      35.0000       7.0650       4.0600       3.0002 
     45.6250    -101.8750      35.0000       7.0720       4.0550       3.0024 
     45.6250    -101.6250      35.0000       7.0780       4.0320       3.0043 
     45.6250    -101.3750      35.0000       7.0860       4.0120       3.0069 
     45.6250    -101.1250      35.0000       7.1010       4.0360       3.0117 
     45.8750    -106.8750      35.0000       6.8970       4.1230       2.9476 
     45.8750    -106.6250      35.0000       6.9090       4.1530       2.9513 
     45.8750    -106.3750      35.0000       6.8850       4.1780       2.9439 
     45.8750    -106.1250      35.0000       6.8670       4.1370       2.9384 
     45.8750    -105.8750      35.0000       6.8570       4.1320       2.9354 
     45.8750    -105.6250      35.0000       6.8450       4.1010       2.9318 
     45.8750    -105.3750      35.0000       6.8550       4.0710       2.9348 
     45.8750    -105.1250      35.0000       6.8830       4.0610       2.9433 
     45.8750    -104.8750      35.0000       6.9110       4.0330       2.9519 
     45.8750    -104.6250      35.0000       6.9250       3.9980       2.9562 
     45.8750    -104.3750      35.0000       6.9370       3.9650       2.9599 
     45.8750    -104.1250      35.0000       6.9690       3.9500       2.9699 
     45.8750    -103.8750      35.0000       7.0150       3.9490       2.9843 
     45.8750    -103.6250      35.0000       7.0580       3.9630       2.9980 
     45.8750    -103.3750      35.0000       7.0770       3.9950       3.0040 
     45.8750    -103.1250      35.0000       7.0730       4.0210       3.0027 
     45.8750    -102.8750      35.0000       7.0690       4.0400       3.0015 
     45.8750    -102.6250      35.0000       7.0700       4.0490       3.0018 
     45.8750    -102.3750      35.0000       7.0720       4.0430       3.0024 
     45.8750    -102.1250      35.0000       7.0750       4.0540       3.0034 
     45.8750    -101.8750      35.0000       7.0820       4.0430       3.0056 
     45.8750    -101.6250      35.0000       7.0910       4.0270       3.0085 
     45.8750    -101.3750      35.0000       7.1010       4.0220       3.0117 
     45.8750    -101.1250      35.0000       7.1160       4.0150       3.0165 
     42.1250    -106.8750      37.0000       6.7270       3.8430       2.8968 
     42.1250    -106.6250      37.0000       6.7350       3.8230       2.8992 
     42.1250    -106.3750      37.0000       6.7370       3.8110       2.8997 
     42.1250    -106.1250      37.0000       6.7630       3.8440       2.9073 
     42.1250    -105.8750      37.0000       6.7900       3.8860       2.9153 
     42.1250    -105.6250      37.0000       6.8070       3.9080       2.9204 
     42.1250    -105.3750      37.0000       6.8010       3.9080       2.9186 
     42.1250    -105.1250      37.0000       6.7770       3.9020       2.9115 
     42.1250    -104.8750      37.0000       6.7470       3.8810       2.9027 
     42.1250    -104.6250      37.0000       6.7150       3.8660       2.8934 
     42.1250    -104.3750      37.0000       6.7130       3.8760       2.8928 
     42.1250    -104.1250      37.0000       6.7490       3.8930       2.9032 
     42.1250    -103.8750      37.0000       6.7920       3.9190       2.9159 
     42.1250    -103.6250      37.0000       6.8380       3.9340       2.9297 
     42.1250    -103.3750      37.0000       6.8730       3.9320       2.9403 
     42.1250    -103.1250      37.0000       6.8970       3.9430       2.9476 
     42.1250    -102.8750      37.0000       6.9240       3.9700       2.9559 
     42.1250    -102.6250      37.0000       6.9460       3.9690       2.9627 
     42.1250    -102.3750      37.0000       6.9620       3.9290       2.9677 
     42.1250    -102.1250      37.0000       6.9750       3.9100       2.9717 
     42.1250    -101.8750      37.0000       6.9860       3.9150       2.9752 
     42.1250    -101.6250      37.0000       6.9920       3.9300       2.9771 
     42.1250    -101.3750      37.0000       7.0040       3.9310       2.9808 
     42.1250    -101.1250      37.0000       7.0310       3.9070       2.9894 
     42.3750    -106.8750      37.0000       6.7490       3.8050       2.9032 
     42.3750    -106.6250      37.0000       6.7650       3.8170       2.9079 
     42.3750    -106.3750      37.0000       6.7690       3.8380       2.9091 
     42.3750    -106.1250      37.0000       6.7930       3.8690       2.9162 
     42.3750    -105.8750      37.0000       6.8120       3.8970       2.9219 
     42.3750    -105.6250      37.0000       6.8340       3.9140       2.9285 
     42.3750    -105.3750      37.0000       6.8000       3.9220       2.9183 
     42.3750    -105.1250      37.0000       6.7760       3.9210       2.9112 
     42.3750    -104.8750      37.0000       6.7610       3.9030       2.9068 
     42.3750    -104.6250      37.0000       6.7390       3.8810       2.9003 
     42.3750    -104.3750      37.0000       6.7410       3.8710       2.9009 
     42.3750    -104.1250      37.0000       6.7750       3.8760       2.9109 
     42.3750    -103.8750      37.0000       6.8120       3.8810       2.9219 
     42.3750    -103.6250      37.0000       6.8530       3.8910       2.9342 
     42.3750    -103.3750      37.0000       6.8820       3.9120       2.9430 
     42.3750    -103.1250      37.0000       6.9040       3.9490       2.9497 
     42.3750    -102.8750      37.0000       6.9320       3.9820       2.9584 
     42.3750    -102.6250      37.0000       6.9580       3.9630       2.9664 
     42.3750    -102.3750      37.0000       6.9760       3.9200       2.9721 
     42.3750    -102.1250      37.0000       6.9880       3.8940       2.9758 
     42.3750    -101.8750      37.0000       6.9990       3.8940       2.9793 
     42.3750    -101.6250      37.0000       7.0070       3.9070       2.9818 
     42.3750    -101.3750      37.0000       7.0210       3.9080       2.9862 
     42.3750    -101.1250      37.0000       7.0440       3.9090       2.9935 
     42.6250    -106.8750      37.0000       6.7560       3.7920       2.9053 
     42.6250    -106.6250      37.0000       6.7840       3.8120       2.9135 
     42.6250    -106.3750      37.0000       6.7990       3.8420       2.9180 
     42.6250    -106.1250      37.0000       6.8120       3.8750       2.9219 
     42.6250    -105.8750      37.0000       6.8230       3.9070       2.9252 
     42.6250    -105.6250      37.0000       6.8540       3.9410       2.9345 
     42.6250    -105.3750      37.0000       6.7950       3.9560       2.9168 
     42.6250    -105.1250      37.0000       6.7710       3.9600       2.9097 
     42.6250    -104.8750      37.0000       6.7710       3.9430       2.9097 
     42.6250    -104.6250      37.0000       6.7690       3.9070       2.9091 
     42.6250    -104.3750      37.0000       6.7850       3.8820       2.9138 
     42.6250    -104.1250      37.0000       6.8220       3.8630       2.9249 
     42.6250    -103.8750      37.0000       6.8530       3.8550       2.9342 
     42.6250    -103.6250      37.0000       6.8820       3.8560       2.9430 
     42.6250    -103.3750      37.0000       6.9060       3.9000       2.9504 
     42.6250    -103.1250      37.0000       6.9260       3.9380       2.9565 
     42.6250    -102.8750      37.0000       6.9580       3.9610       2.9664 
     42.6250    -102.6250      37.0000       6.9940       3.9360       2.9777 
     42.6250    -102.3750      37.0000       7.0180       3.9120       2.9853 
     42.6250    -102.1250      37.0000       7.0260       3.8900       2.9878 
     42.6250    -101.8750      37.0000       7.0370       3.8890       2.9913 
     42.6250    -101.6250      37.0000       7.0500       3.8960       2.9954 
     42.6250    -101.3750      37.0000       7.0650       3.9060       3.0002 
     42.6250    -101.1250      37.0000       7.0810       3.9230       3.0053 
     42.8750    -106.8750      37.0000       6.7530       3.7990       2.9044 
     42.8750    -106.6250      37.0000       6.7800       3.8090       2.9124 
     42.8750    -106.3750      37.0000       6.7960       3.8430       2.9171 
     42.8750    -106.1250      37.0000       6.8010       3.8930       2.9186 
     42.8750    -105.8750      37.0000       6.7980       3.9290       2.9177 
     42.8750    -105.6250      37.0000       6.8070       3.9670       2.9204 
     42.8750    -105.3750      37.0000       6.7920       3.9870       2.9159 
     42.8750    -105.1250      37.0000       6.7790       3.9950       2.9121 
     42.8750    -104.8750      37.0000       6.7860       3.9760       2.9141 
     42.8750    -104.6250      37.0000       6.7900       3.9320       2.9153 
     42.8750    -104.3750      37.0000       6.8230       3.8810       2.9252 
     42.8750    -104.1250      37.0000       6.8710       3.8450       2.9397 
     42.8750    -103.8750      37.0000       6.8950       3.8520       2.9470 
     42.8750    -103.6250      37.0000       6.9060       3.8870       2.9504 
     42.8750    -103.3750      37.0000       6.9380       3.9220       2.9602 
     42.8750    -103.1250      37.0000       6.9670       3.9400       2.9692 
     42.8750    -102.8750      37.0000       7.0010       3.9480       2.9799 
     42.8750    -102.6250      37.0000       7.0470       3.9440       2.9945 
     42.8750    -102.3750      37.0000       7.0850       3.9340       3.0066 
     42.8750    -102.1250      37.0000       7.0930       3.9280       3.0091 
     42.8750    -101.8750      37.0000       7.1060       3.9250       3.0133 
     42.8750    -101.6250      37.0000       7.1210       3.9220       3.0182 
     42.8750    -101.3750      37.0000       7.1330       3.9420       3.0220 
     42.8750    -101.1250      37.0000       7.1340       3.9700       3.0223 
     43.1250    -106.8750      37.0000       6.7340       3.8090       2.8989 
     43.1250    -106.6250      37.0000       6.7530       3.7970       2.9044 
     43.1250    -106.3750      37.0000       6.7790       3.8260       2.9121 
     43.1250    -106.1250      37.0000       6.7890       3.8680       2.9150 
     43.1250    -105.8750      37.0000       6.7810       3.9550       2.9127 
     43.1250    -105.6250      37.0000       6.7990       3.9850       2.9180 
     43.1250    -105.3750      37.0000       6.8100       4.0030       2.9213 
     43.1250    -105.1250      37.0000       6.8120       4.0100       2.9219 
     43.1250    -104.8750      37.0000       6.8180       3.9840       2.9237 
     43.1250    -104.6250      37.0000       6.7970       3.9430       2.9174 
     43.1250    -104.3750      37.0000       6.8280       3.8890       2.9267 
     43.1250    -104.1250      37.0000       6.8870       3.8480       2.9445 
     43.1250    -103.8750      37.0000       6.9210       3.8670       2.9550 
     43.1250    -103.6250      37.0000       6.9340       3.9180       2.9590 
     43.1250    -103.3750      37.0000       6.9700       3.9410       2.9702 
     43.1250    -103.1250      37.0000       7.0130       3.9530       2.9837 
     43.1250    -102.8750      37.0000       7.0660       3.9660       3.0005 
     43.1250    -102.6250      37.0000       7.1210       3.9850       3.0182 
     43.1250    -102.3750      37.0000       7.1530       4.0150       3.0285 
     43.1250    -102.1250      37.0000       7.1590       3.9950       3.0304 
     43.1250    -101.8750      37.0000       7.1700       3.9860       3.0340 
     43.1250    -101.6250      37.0000       7.1830       3.9830       3.0382 
     43.1250    -101.3750      37.0000       7.1860       3.9930       3.0392 
     43.1250    -101.1250      37.0000       7.1720       4.0160       3.0347 
     43.3750    -106.8750      37.0000       6.7380       3.8310       2.9000 
     43.3750    -106.6250      37.0000       6.7370       3.8210       2.8997 
     43.3750    -106.3750      37.0000       6.7410       3.8360       2.9009 
     43.3750    -106.1250      37.0000       6.7650       3.8720       2.9079 
     43.3750    -105.8750      37.0000       6.7860       3.9500       2.9141 
     43.3750    -105.6250      37.0000       6.8040       3.9870       2.9195 
     43.3750    -105.3750      37.0000       6.8440       4.0090       2.9315 
     43.3750    -105.1250      37.0000       6.8330       4.0140       2.9282 
     43.3750    -104.8750      37.0000       6.8160       3.9860       2.9231 
     43.3750    -104.6250      37.0000       6.7920       3.9290       2.9159 
     43.3750    -104.3750      37.0000       6.8160       3.8790       2.9231 
     43.3750    -104.1250      37.0000       6.8830       3.8470       2.9433 
     43.3750    -103.8750      37.0000       6.9330       3.8570       2.9587 
     43.3750    -103.6250      37.0000       6.9560       3.8770       2.9658 
     43.3750    -103.3750      37.0000       6.9910       3.8880       2.9768 
     43.3750    -103.1250      37.0000       7.0490       3.9180       2.9951 
     43.3750    -102.8750      37.0000       7.1200       3.9600       3.0178 
     43.3750    -102.6250      37.0000       7.1920       4.0330       3.0412 
     43.3750    -102.3750      37.0000       7.2280       4.0750       3.0530 
     43.3750    -102.1250      37.0000       7.2310       4.0600       3.0539 
     43.3750    -101.8750      37.0000       7.2400       4.0290       3.0569 
     43.3750    -101.6250      37.0000       7.2490       4.0270       3.0598 
     43.3750    -101.3750      37.0000       7.2330       4.0280       3.0546 
     43.3750    -101.1250      37.0000       7.2010       4.0320       3.0441 
     43.6250    -106.8750      37.0000       6.7790       3.8590       2.9121 
     43.6250    -106.6250      37.0000       6.7680       3.8800       2.9088 
     43.6250    -106.3750      37.0000       6.7560       3.8950       2.9053 
     43.6250    -106.1250      37.0000       6.7770       3.9230       2.9115 
     43.6250    -105.8750      37.0000       6.8270       3.9650       2.9264 
     43.6250    -105.6250      37.0000       6.8460       4.0040       2.9321 
     43.6250    -105.3750      37.0000       6.8780       4.0190       2.9418 
     43.6250    -105.1250      37.0000       6.8510       3.9990       2.9336 
     43.6250    -104.8750      37.0000       6.8160       3.9670       2.9231 
     43.6250    -104.6250      37.0000       6.7890       3.9190       2.9150 
     43.6250    -104.3750      37.0000       6.8060       3.8670       2.9201 
     43.6250    -104.1250      37.0000       6.8690       3.8220       2.9390 
     43.6250    -103.8750      37.0000       6.9250       3.7990       2.9562 
     43.6250    -103.6250      37.0000       6.9560       3.7970       2.9658 
     43.6250    -103.3750      37.0000       6.9940       3.8020       2.9777 
     43.6250    -103.1250      37.0000       7.0560       3.8420       2.9973 
     43.6250    -102.8750      37.0000       7.1330       3.9160       3.0220 
     43.6250    -102.6250      37.0000       7.2100       3.9970       3.0471 
     43.6250    -102.3750      37.0000       7.2540       4.0490       3.0615 
     43.6250    -102.1250      37.0000       7.2650       4.0500       3.0651 
     43.6250    -101.8750      37.0000       7.2780       4.0280       3.0694 
     43.6250    -101.6250      37.0000       7.2900       4.0340       3.0734 
     43.6250    -101.3750      37.0000       7.2590       4.0550       3.0631 
